,title,year,kind,rating,vote,runtime
2223,Punk'd Season 54,2009,episode,,,0
2224,Escaflowne,1996,tv series,7.8,4047.0,30
2225,Welcome to Mars,2018,episode,6.0,5.0,0
2226,The Fear: Resurrection,1999,movie,3.1,931.0,87
2227,Crossfire,1947,movie,7.3,8055.0,86
2228,Elton John: Live in Barcelona,1992,video movie,7.8,45.0,120
2229,Bill Maher: Be More Cynical,2000,movie,6.9,724.0,68
2230,The West Wing Season 5: Anatomy of an Episode - Gaza,2006,video movie,,,0
2231,Shanghai Grand,1996,movie,6.6,761.0,96
2232,"Drive Well, Sleep Carefully: On the Road with Death Cab for Cutie",2005,movie,7.5,173.0,86
2233,Happy Birthday to Me,1981,movie,6.1,8997.0,111
2234,Hatchet for the Honeymoon,1970,movie,6.4,3587.0,88
2235,Mari-Cookie and the Killer Tarantula,1998,video movie,3.8,255.0,85
2236,Todo el poder,2000,movie,6.7,1099.0,105
2237,City Hunter: .357 Magnum,1989,movie,7.1,406.0,87
2238,Thomas & Friends - The Earl's Railway Museum #1,2018,tv mini series,,,9
2239,Nothin' 2 Lose,2000,video movie,5.4,109.0,98
2240,Thomas & Friends: Best of Gordon,2003,video movie,6.6,71.0,46
2241,For the Sake of Elena,2002,episode,7.2,347.0,90
2242,Pelle the Conqueror,1987,movie,7.8,10690.0,157
2243,"The Big Black Comedy Show, Vol. 1",2004,video movie,5.1,18.0,88
2244,Shot in the Heart,2001,tv movie,6.4,623.0,98
2245,Volcano: Nature's Inferno,1997,tv movie,7.0,54.0,52
2246,10 Years of Thomas & Friends,1999,video movie,8.5,19.0,63
2247,Little Shop of Horrors,1986,movie,7.0,69701.0,94
2248,Stroszek,1977,movie,7.8,13758.0,115
2249,Me Myself I,1999,movie,6.6,2605.0,104
2250,Godzilla Against MechaGodzilla,2002,movie,6.7,4476.0,88
2251,Escaflowne: The Movie,2000,movie,6.7,3561.0,98
2252,Tina Turner: Celebrate Live 1999,1999,video movie,7.6,210.0,93
2253,Demon Slayer: Kimetsu no Yaiba,2019,tv series,8.7,50863.0,25
2254,Blues Clues: Blue's Room - Blue Talks!,2014,video game,,,0
2255,Por si no te vuelvo a ver,1997,movie,7.1,163.0,97
2256,Kermit's Swamp Years,2002,tv movie,5.5,1441.0,82
2257,Pulp Fiction,1994,movie,8.9,1907147.0,154
2258,The Star of Christmas,2002,video movie,7.1,388.0,48
2259,A Story of Floating Weeds,1934,movie,7.8,2996.0,86
2260,The War Room,1993,movie,7.4,4089.0,96
2261,Bonnaroo Music Festival,2014,movie,,,0
2262,Human Traffic,1999,movie,7.1,24190.0,99
2263,Xena Warrior Princess: The Final Season,2005,video movie,8.1,121.0,31
2264,Copacabana,1985,tv movie,6.4,242.0,96
2265,Rose Hill,1997,tv movie,6.4,535.0,99
2266,Ju-on: The Grudge,2002,movie,6.7,42755.0,92
2267,Farewell My Concubine,1993,movie,8.1,26635.0,171
2268,The Five,1995,movie,6.8,2379.0,109
2269,In My Skin,2018,tv series,7.6,500.0,0
2270,Les Dames du Bois de Boulogne,1945,movie,7.2,4172.0,86
2271,Open Hearts,2002,movie,7.5,10006.0,113
2272,Young Gods,2003,movie,4.6,1815.0,104
2273,Star Trek: The Original Series,1966,tv series,8.3,77231.0,50
2274,Little House on the Prairie,1974,tv series,7.5,20777.0,60
2275,Kaagaz Ke Phool,1959,movie,8.0,2212.0,148
2276,The Brylcreem Boys,1998,movie,6.2,602.0,106
2277,Carly Simon Live from Martha's Vineyard,1987,movie,9.1,17.0,0
2278,Saturday Night Live: Christmas,2013,movie,6.5,22.0,60
2279,Out for a Kill,2003,video movie,3.5,6335.0,90
2280,Justice Painted Blind: Part 1,2002,episode,7.8,227.0,49
2281,Independent's Day,1998,tv movie,5.9,138.0,0
2282,Bat*21,1988,movie,6.5,8511.0,105
2283,The Wiggles: Hoop-Dee-Doo! It's a Wiggly Party,2001,video movie,7.6,29.0,45
2284,The Cherokee Kid,1996,tv movie,6.1,1466.0,91
2285,Xena Warrior Princess: The Final Season,2005,video movie,8.1,121.0,31
2286,How's Your News?,1999,movie,7.5,274.0,82
2287,DEFCON-4,1985,movie,4.5,1921.0,88
2288,Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog,2004,video movie,8.3,866.0,61
2289,Shao Lin ying xiong zhi Feng Shi-Yu Hong Zhi-Guan,1994,movie,5.2,38.0,86
2290,30 Years of National Geographic Specials,1995,tv movie,7.9,138.0,46
2291,Legend of the Wolf,1997,movie,5.7,675.0,94
2292,Zhong lie Jing wu men,1977,movie,5.8,115.0,96
2293,Torso,1973,movie,6.5,6227.0,89
2294,Aashiqui,1990,movie,6.3,1729.0,152
2296,ABBA Gold: Greatest Hits,1992,video movie,8.2,50.0,78
2297,Walker,2021,tv series,6.0,7393.0,0
2298,Van Halen Live Without a Net,1986,video movie,8.0,192.0,90
2299,Rennie's Landing,2001,movie,5.4,547.0,103
2300,Hearts and Minds,1974,movie,8.2,5557.0,112
2301,Circle of Deceit,1981,movie,7.1,866.0,108
2302,Everybody Loves Raymond,1996,tv series,7.1,66554.0,22
2303,Hour of the Wolf,1968,movie,7.6,19660.0,90
2304,The Statement,2003,movie,6.2,5106.0,114
2305,LeapFrog: Math Circus,2004,video movie,7.6,34.0,31
2306,Mast,1999,movie,5.4,960.0,153
2307,Maria Callas: La Divina - A Portrait,1988,tv movie,7.8,74.0,91
2308,The Whip and the Body,1963,movie,6.8,3741.0,92
2309,Pippi on the Run,1970,movie,6.9,3557.0,94
2310,Morrissey: ¡Oye Esteban!,2000,video movie,6.7,137.0,70
2311,Into the Arms of Strangers: Stories of the Kindertransport,2000,movie,7.8,1727.0,122
2312,White Wolves III: Cry of the White Wolf,1999,movie,6.1,181.0,87
2313,Dragon Ball GT,1996,tv series,6.8,25434.0,24
2314,How to Draw a Bunny,2002,movie,7.4,589.0,90
2315,The Rosa Parks Story,2002,tv movie,7.3,843.0,97
2316,Sailor Moon SuperS: The Movie: Black Dream Hole,1995,movie,7.5,1549.0,60
2317,The Secret KGB UFO Files,1998,tv movie,6.5,159.0,105
2318,Scrapped Princess,2003,tv series,7.5,719.0,23
2319,Bob Dylan: Dont Look Back,1967,movie,7.9,9015.0,96
2320,Ralphie May: Just Correct,2004,movie,7.4,125.0,60
2321,The Biggest Star in Hollywood,1969,episode,6.9,138.0,30
2322,Ayn Rand: A Sense of Life,1997,movie,6.5,588.0,145
2323,Blood and Black Lace,1964,movie,7.2,9936.0,88
2324,Blood from the Mummy's Tomb,1971,movie,5.7,3075.0,94
2325,History of the World: Part I,1981,movie,6.9,47647.0,92
2326,Sports Illustrated: Swimsuit 2006,2006,movie,7.6,38.0,60
2327,Queer Eye for the Straight Guy UK,2004,tv series,3.8,31.0,60
2328,Clockmaker,1998,tv movie,3.3,191.0,90
2329,Double Suicide,1969,movie,7.7,2239.0,142
2330,Jailbait,2014,video movie,4.3,3677.0,90
2331,Red Rocks Live: Neil Young Friends & Relatives,2000,video movie,7.6,104.0,122
2332,"West Hollywood Stories, Volume One",1999,tv movie,4.6,41.0,90
2333,Kolya,1996,movie,7.8,15127.0,105
2334,The Stones of Blood: Part Three,1978,episode,7.7,372.0,24
2335,Black Magic,1944,movie,6.5,1355.0,67
2336,What's New Pussycat?,2007,episode,7.6,10.0,0
2337,Wide Sargasso Sea,1993,movie,5.7,2023.0,98
2338,Alice Cooper: Brutally Live,2000,video movie,8.3,257.0,105
2339,All the President's Men,1976,movie,8.0,109344.0,138
2340,The Mother,2022,movie,,,0
2341,When Time Ran Out...,1980,movie,4.6,2706.0,121
2342,Navy SEALs: BUDS Class 234,2000,tv mini series,8.5,466.0,0
2343,Goodbye Christopher Robin,2017,movie,7.1,26132.0,107
2344,The Burning Bed,1984,tv movie,7.2,2780.0,95
2345,Carnal Crimes,1991,video movie,4.3,242.0,94
2346,Ozzy Osbourne: Live & Loud,1993,video movie,7.9,251.0,111
2347,Comfort and Joy,1984,movie,6.7,1957.0,106
2348,Seabiscuit,2003,episode,8.0,102.0,60
2349,The Jamie Kennedy Experiment,2002,tv series,6.5,756.0,22
2350,The Mystery of Picasso,1956,movie,7.6,2390.0,78
2351,Goosebumps: The Ghost Next Door,2015,video movie,,,0
2352,Vampirella,1996,video movie,3.5,1527.0,82
2353,The Diary of Jack the Ripper: Beyond Reasonable Doubt?,1993,video movie,7.2,88.0,79
2354,Stevie,2002,movie,7.8,2583.0,140
2355,Strawberry & Chocolate,1993,movie,7.4,5523.0,108
2356,I Am Curious (Yellow),1967,movie,6.1,3762.0,121
2357,SpongeBob SquarePants: Halloween,2002,video movie,,,42
2358,Pretty as a Picture: The Art of David Lynch,1997,tv movie,7.3,778.0,85
2359,Cube Escape: Seasons,2015,video game,,,0
2360,Horrors of Spider Island,1960,movie,2.5,3883.0,89
2361,Some Things Never Change,1993,episode,5.0,25.0,26
2362,Jôô 3: Special Edition,2010,tv series,,,0
2363,Gabriel Iglesias Presents Stand-Up Revolution Season 2,2012,video movie,7.7,26.0,0
2364,Martial Art Master Wong Fei Hong,1992,movie,6.1,104.0,93
2366,No Escapes,2020,movie,6.5,959.0,131
2367,"Elvis: The Great Performances, Vol. 2 - The Man and the Music",1990,video movie,7.7,45.0,55
2368,Tell Me What Rockers to Swallow,2004,video movie,8.8,86.0,138
2369,Ichi the Killer: Episode 0,2002,video movie,5.7,750.0,46
2370,Tarzan & Jane,2002,video movie,5.3,6137.0,75
2371,Heir to an Execution,2004,movie,7.0,388.0,93
2372,Journey Into Amazing Caves,2001,movie,6.9,519.0,39
2373,The Blackheath Poisonings,1992,tv mini series,6.7,137.0,180
2374,Weather Extreme: Tornado,2002,tv movie,6.8,20.0,0
2375,"BTS: ""It's All In The Family"" Song",2019,episode,,,0
2376,The Work of Director Chris Cunningham,2003,video movie,8.4,1138.0,83
2377,Central Station,1998,movie,8.0,38059.0,110
2378,Sap Season,2015,video movie,,,21
2379,The Siege at Ruby Ridge,1996,tv movie,6.3,603.0,192
2380,Late Last Night,1999,tv movie,5.7,591.0,90
2381,Apocalypse Now,1979,movie,8.4,629404.0,147
2382,Sexmission,1984,movie,7.7,12576.0,117
2383,The Strangler's Wife,2002,video movie,5.7,62.0,84
2384,Go-Go's from Central Park,2001,video movie,7.9,32.0,66
2385,Chariots of Fire,1981,movie,7.2,57432.0,125
2386,Encounter of the Spooky Kind,1980,movie,7.0,2136.0,102
2387,Crimson Gold,2003,movie,7.5,4612.0,97
2388,The Devil You Know: Inside the Mind of Todd McFarlane,2001,movie,6.4,101.0,77
2389,Benjamin Smoke,2000,movie,7.5,221.0,72
2390,James Brown: Live from the House of Blues,2000,video movie,7.7,32.0,97
2391,The Beauty of Fire,2014,movie,,,0
2392,Martin Lawrence Live: Runteldat,2002,movie,5.4,1713.0,113
2393,Island of Greed,1997,movie,6.4,688.0,126
2394,The Warrior,2001,movie,7.1,10882.0,158
2395,Memento Mori,1999,movie,6.4,3357.0,98
2396,Help!!!,2000,movie,5.8,267.0,92
2397,Arzoo,1965,movie,7.1,261.0,177
2398,Powwow Highway,1988,movie,7.2,1649.0,88
2399,Survivor Series,2003,movie,7.4,308.0,195
2400,In the Realms of the Unreal,2004,movie,7.3,2147.0,81
2401,Videodrome,1983,movie,7.2,87600.0,87
2402,Felicity's First Season,1938,tv movie,,,60
2403,Matchbox Twenty: Push,1997,video movie,7.2,14.0,4
2404,Me You Them,2000,movie,7.0,1822.0,104
2405,SpongeBob SquarePants: Nautical Nonsense,2002,video movie,6.9,12.0,23
2406,Styx and Reo Speedwagon: Arch Allies - Live at Riverport,2000,video movie,8.2,45.0,105
2407,Sexy and Dangerous,1996,movie,5.2,84.0,92
2408,Gundam Wing: The Movie - Endless Waltz,1998,tv movie,7.8,2376.0,180
2409,Extended Edition,2020,episode,8.6,23.0,49
2410,The Many Faces of Zorro,2000,video movie,5.8,25.0,120
2411,Question of Luck,1997,movie,6.2,280.0,92
2412,Trishul,1978,movie,7.7,2155.0,167
2413,The Eruption of Mount St. Helens!,1980,movie,7.0,162.0,25
2414,Without a Trace Season 1: The Motive,2004,video movie,,,0
2415,Empires: The Greeks - Crucible of Civilization,2000,tv mini series,7.6,367.0,150
2416,Cannibal Ferox,1981,movie,5.2,9546.0,93
2417,Le Magnifique,1973,movie,7.2,5120.0,95
2418,Looking Back in Living Color: The First Season,2004,video movie,,,33
2419,Italian for Beginners,2000,movie,7.1,13155.0,112
2420,Saved by the Bell: The New Class,1993,tv series,3.8,1999.0,30
2421,Sharpe's Battle,1995,episode,7.9,2225.0,100
2422,Don Juan DeMarco,1994,movie,6.7,49644.0,97
2423,Rock My World,2002,movie,6.2,1558.0,106
2424,Shaun of the Dead,2004,movie,7.9,530372.0,99
2425,Peril at End House,1990,episode,8.1,1744.0,103
2426,The Broadway Melody,1929,movie,5.7,6902.0,100
2427,Tanner on Tanner,2004,tv series,6.4,316.0,120
2428,Pokemon Pranks with Friends: Charizard,2014,episode,,,0
2429,Howling II: Your Sister Is a Werewolf,2010,episode,,,0
2430,The Good Wife,2009,tv series,8.3,70838.0,43
2431,Kaena: The Prophecy,2003,movie,6.0,3961.0,85
2432,Tina Live from Rio,1988,movie,8.2,87.0,75
2434,No Manners,2002,movie,6.5,443.0,99
2435,The Kinks: One for the Road,1980,video movie,7.8,46.0,60
2436,In This House of Brede,1975,tv movie,8.0,276.0,105
2437,"Texas Roadhouse Live Presents: Best of Season One Volume #1 with the Fabulous Thunderbirds, Gary P. Nunn and New Monsoon",2011,tv series,,,23
2438,Jekyll and Hyde,1990,tv movie,6.2,1117.0,96
2439,Eddie Izzard: Glorious,1997,video movie,8.4,2503.0,99
2440,Birdy the Mighty,1996,tv mini series,6.9,208.0,40
2441,Dil Pe Mat Le Yaar!!,2000,movie,5.0,226.0,148
2442,Trauma,1993,movie,5.9,6691.0,106
2443,THe Kids in the Hall: An Oral History - Season 1,2010,video movie,,,0
2444,Death of a Hollow Man,1998,episode,7.4,1008.0,102
2445,Kitchen Stories,2003,movie,7.3,8204.0,95
2446,Felicidades,2000,movie,7.2,649.0,100
2447,The Simpsons: Gone Wild,2004,video movie,7.8,12.0,0
2448,Lady and the Tramp 2: Scamp's Adventure,2001,video movie,5.9,11321.0,69
2449,Living Free,1972,movie,6.1,568.0,90
2450,Times of Terror,2005,episode,,,0
2451,Crumb,1994,movie,8.0,19480.0,119
2452,Dirty: Platinum Edition,2013,movie,,,86
2453,Sebastiane,1976,movie,6.1,2672.0,86
2454,Celia Cruz and the Fania Allstars in Africa,1974,movie,7.3,20.0,54
2455,The Thorn Birds: The Missing Years,1996,tv movie,6.4,921.0,178
2456,"Nikki, Wild Dog of the North",1961,movie,6.8,440.0,74
2457,Survival Island,2002,movie,2.4,4215.0,85
2458,Aa Ab Laut Chalen,1999,movie,5.5,1700.0,177
2459,Ram Teri Ganga Maili,1985,movie,6.7,995.0,178
2460,Love in Sampan,1992,movie,5.3,45.0,87
2461,Grass,2018,movie,6.7,1108.0,66
2462,Parineeta,2005,movie,7.2,9011.0,130
2463,Allyson Is Watching,1997,movie,4.9,335.0,90
2464,Magic Knight Rayearth,1994,tv series,7.7,865.0,20
2465,Tycoon: A New Russian,2002,movie,6.7,1971.0,123
2466,The Passion of the Jew,2004,episode,8.7,2903.0,22
2467,Bonus Material,2017,movie,,,2
2468,The Twilight Zone,1959,tv series,9.0,75784.0,51
2469,God of Gamblers,1989,movie,7.3,5122.0,126
2470,Born to Be Wild: The Leading Men of American Ballet Theatre,2003,episode,8.5,10.0,0
2471,Bedrooms and Hallways,1998,movie,6.7,3354.0,92
2472,"Pretty Village, Pretty Flame",1996,movie,8.7,15555.0,115
2473,Vanished,1995,tv movie,5.5,256.0,96
2474,Divas Live: An Honors Concert for VH1 Save the Music,1998,movie,7.6,281.0,80
2475,A Chinese Odyssey: Part One - Pandora's Box,1995,movie,7.7,6685.0,87
2476,The Battle of Austerlitz,1960,movie,6.3,699.0,166
2477,Discovering Great Towns,2006,tv series,,,30
2478,When Love Calls,1989,movie,7.3,11764.0,192
2479,Aetbaar,2004,movie,4.6,1041.0,152
2480,Inside Islam,2002,tv movie,6.6,88.0,0
2481,Discovering Lucy Angel,2015,tv series,7.0,6.0,0
2482,Satan's Brew,1976,movie,6.9,1896.0,112
2483,Para Para Sakura,2001,movie,5.8,363.0,0
2484,Chinese Roulette,1976,movie,7.3,3976.0,86
2485,New York Firefighters: The Brotherhood of September 11,2002,tv movie,,,0
2486,Twin Towers,2003,movie,7.6,245.0,34
2487,Mamma Roma,1962,movie,7.8,8786.0,106
2488,Jaanam Samjha Karo,1999,movie,4.8,1780.0,153
2489,National Geographic: The Photographers,1998,video movie,6.9,41.0,53
2490,The Flame Trees of Thika,1981,tv mini series,7.9,387.0,50
2491,The Beautiful Troublemaker,1991,movie,7.6,7810.0,238
2492,You Can't Cheat an Honest Man,1939,movie,7.1,1651.0,79
2493,The Trench,1999,movie,6.0,2919.0,98
2494,Omar huffs gasoline and watches Star Trek Enterprise,2020,episode,,,0
2495,Dead or Alive 2: Birds,2000,movie,6.8,3722.0,97
2496,Skinny Tiger and Fatty Dragon,1990,movie,6.6,551.0,100
2497,Sarah McLachlan: Afterglow Live,2004,video movie,8.5,76.0,137
2498,Barefoot Gen,1983,movie,8.0,7555.0,83
2499,The Shipment,2018,movie,7.3,79.0,30
2500,Saturday Night Live: The Best of John Belushi,2005,movie,7.6,706.0,78
2501,Pantera: 3 Vulgar Videos from Hell,1999,video movie,9.1,285.0,245
2502,Modi: Season 2,2020,tv series,4.2,17.0,0
2503,Barbie and the Magic of Pegasus 3-D,2005,video movie,6.5,3503.0,83
2504,Kickboxing Workout,1999,video movie,6.9,19.0,45
2505,TakeOver: Chicago with Mike Carlson,2018,episode,,,0
2506,Roper and Goodie,2003,movie,6.6,85.0,0
2507,Power Yoga,2007,video movie,,,60
2508,2003 World Series,2003,tv series,6.1,9.0,0
2509,Nowhere in Africa,2001,movie,7.5,12950.0,141
2510,White Stripes: Under Blackpool Lights,2004,video movie,8.6,863.0,81
2511,Queer as Folk,2000,tv series,8.4,19637.0,47
2512,The Pentagon Wars,1998,tv movie,7.3,4041.0,104
2513,Cinderella,1985,episode,7.7,213.0,54
2514,Painted Skin,2008,movie,6.3,4740.0,103
2515,The Sound of Miles Davis,1959,tv movie,8.2,81.0,0
2516,Half Seas Over,1953,tv movie,,,75
2517,Fruits Basket,2019,tv series,8.6,3973.0,24
2518,Avonlea,1990,tv series,8.5,4156.0,60
2519,Greedy Guts,2000,movie,7.3,6253.0,132
2520,Take Care of My Cat,2001,movie,7.2,2309.0,112
2521,The Greatest American Hero,1981,tv series,7.3,5162.0,60
2522,Director's Cut,2016,movie,6.1,580.0,82
2523,Kathy Griffin: Allegedly,2004,video movie,7.8,406.0,86
2524,Bad Timing/A Sensual Obsession,1980,movie,7.0,8670.0,123
2525,Whispering Corridors,1998,movie,6.0,3184.0,105
2526,Children of the Century,1999,movie,6.4,1782.0,135
2527,Black Scorpion II: Aftershock,1997,movie,4.1,869.0,85
2528,Satin Rouge,2002,movie,6.7,848.0,100
2529,Legend of the Eight Samurai,1983,movie,6.5,1137.0,133
2530,The Francis Ellis Mysteries,2018,movie,,,45
2531,Hameshaa,1997,movie,5.3,655.0,141
2532,The Endless Summer 2,1994,movie,7.5,2102.0,109
2533,Deliver Us from Eva,2003,movie,6.1,6927.0,105
2534,The Trouble with Girls,1969,movie,5.4,1483.0,97
2535,Iron Maiden: Visions of the Beast,2003,video movie,8.6,663.0,154
2536,Gene Kelly: Anatomy of a Dancer,2002,episode,7.6,363.0,85
2537,Rehearsal for Murder,1982,tv movie,6.9,657.0,96
2538,Queen on Fire: Live at the Bowl,2004,video movie,8.7,754.0,170
2539,Separate But Equal,1991,tv mini series,7.4,670.0,190
2540,WWE Unforgiven,2006,movie,7.3,280.0,210
2541,Swades,2004,movie,8.2,87010.0,210
2542,Outland,1981,movie,6.6,28627.0,109
2543,Flowers for the Judge: Part 2,1990,episode,7.6,46.0,54
2544,The Defender,1994,movie,6.5,5064.0,92
2545,The Monster Club,1981,movie,5.9,3409.0,94
2546,Mouse Hunt,2008,video game,7.2,8.0,0
2547,Left Behind: World at War Special,2005,episode,,,0
2548,W.C. Fields: 6 Short Films,2000,video movie,7.4,96.0,0
2549,The New Legend of Shaolin,1994,movie,6.4,5537.0,95
2550,Molokai,1999,movie,6.9,1289.0,109
2551,Sleeping with the Enemy,1991,movie,6.3,53693.0,99
2552,Visitor Q,2001,movie,6.6,15669.0,84
2553,Atlantis: Milo's Return,2003,video movie,5.1,8907.0,70
2554,Sworn to Justice,1996,movie,4.9,675.0,97
2555,Harvie Krumpet,2003,movie,8.0,8421.0,23
2556,WWE from the Vault: Shawn Michaels,2003,video movie,6.9,54.0,360
2557,The Lost Honor of Katharina Blum,1975,movie,7.4,4247.0,106
2558,The Worst Witch,2017,tv series,7.3,2153.0,30
2560,Fushigi Yûgi: The Mysterious Play - Eikoden,2001,tv mini series,7.2,95.0,0
2561,Buffy the Vampire Slayer,1997,tv series,8.2,136749.0,44
2562,It Came from Beneath the Sea,1955,movie,6.0,5345.0,79
2563,The Year Without a Santa Claus,1974,tv movie,7.7,8743.0,51
2564,Running on Karma,2003,movie,6.6,2951.0,93
2565,My Summer of Love,2004,movie,6.7,20191.0,86
2566,Pyaar Ishq Aur Mohabbat,2001,movie,4.1,609.0,0
2567,Devdas,2002,movie,7.6,40366.0,185
2568,Queensrÿche: Live Evolution,2001,video movie,7.5,37.0,139
2569,Dr Jekyll & Sister Hyde,1971,movie,6.6,2646.0,97
2570,The Simpsons: Season 1,2018,episode,,,10
2571,Timeless: Live in Concert,2001,movie,8.1,285.0,127
2572,The Devil Rides Out,1968,movie,7.0,8518.0,96
2573,Seducing Doctor Lewis,2003,movie,7.4,5222.0,108
2574,Subway,1985,movie,6.6,14722.0,104
2575,Roxette: All Videos Ever Made & More! - The Complete Collection 1987-2001,2001,video movie,8.8,113.0,0
2576,Room at the Top,1959,movie,7.5,5765.0,117
2577,The Adventures of Felix,2000,movie,6.8,1787.0,95
2578,Original Dirty Pair: Project Eden,1987,movie,7.0,312.0,81
2579,Darkside Blues,1994,movie,5.3,506.0,83
2580,Rodan,1956,movie,6.3,4997.0,82
2581,The Story of Jesus for Children,2000,video movie,5.8,124.0,62
2582,The Lake House,2006,movie,6.8,144568.0,99
2583,Bob the Builder: Can We Fix It?,2004,video movie,,,44
2584,Sometimes They Come Back For More,2020,episode,,,0
2585,Salvatore Giuliano,1962,movie,7.4,3180.0,123
2586,F for Fake,1973,movie,7.8,16084.0,89
2587,Hard Knocks: The Chris Benoit Story,2004,video movie,8.2,386.0,360
2588,Iraq - From the Beginning to the End,2004,movie,,,79
2589,Colin's Sleazy Friends,1995,tv series,6.1,14.0,0
2590,"Carol Burnett Is Here, and She's Recreating One of Her Famous Audience Q&A's! Plus, We're Testing Pet, Home and Beauty Products",2016,episode,,,0
2591,All the Little Animals,1998,movie,6.9,2777.0,112
2592,The Great Escape,1963,movie,8.2,233640.0,172
2593,The Meg,2018,movie,5.6,160149.0,113
2594,Sword of the Valiant,1984,movie,4.4,2143.0,102
2595,Blue Collar Comedy Tour Rides Again,2004,movie,7.1,1775.0,106
2596,The Reef,2010,movie,5.8,18486.0,94
2598,The Real World Movie: The Lost Season,2002,movie,2.9,519.0,87
2599,Endangered Species,1982,movie,5.9,980.0,97
2600,Pride 25: Body Blow,2003,movie,9.3,8.0,0
2601,Dangerous Child,2001,tv movie,6.1,584.0,91
2602,The Hanging Garden,1997,movie,6.9,2937.0,91
2603,Kikoku,2003,video movie,6.9,643.0,100
